"last_name, first_name","player_id","year","pa","k_percent","bb_percent","woba","xwoba","sweet_spot_percent","barrel_batted_rate","hard_hit_percent","avg_best_speed","avg_hyper_speed","whiff_percent","swing_percent"
"LeMahieu, DJ",518934,2017,682,13.2,8.7,".342",".341",31.7,1.9,41.4,"99.676551609","94.064556449",12.8,41.7
"Lucroy, Jonathan",518960,2017,481,10.6,9.6,".311",".308",31.6,2.4,24.3,"95.169879305","91.620890775",10.8,41.8
"Mesoraco, Devin",519023,2017,165,23,10.9,".312",".305",32.7,5.8,26.9,"95.178733269","91.747299712",25.8,48.4
"Middlebrooks, Will",519025,2017,39,35.9,2.6,".250",".291",33.3,12.5,58.3,"105.483841667","97.92523625",39.1,50
"Moncrief, Carlos",519037,2017,43,34.9,7,".220",".259",36,4,24,"96.31715","92.3753808",37.2,49.7
"Moore, Matt",519043,2017,53,35.8,3.8,".136",".154",21.9,0,9.4,"89.623002308","89.566024231",30.5,53.7
"Moreland, Mitch",519048,2017,576,20.8,9.9,".326",".371",34.9,12,36.4,"99.826345773","94.029338763",25.8,46.4
"Moustakas, Mike",519058,2017,598,15.7,5.7,".345",".338",34,8.6,33.8,"98.85229069","93.438181577",20.9,55.7
"Navarro, Efren",519068,2017,69,30.4,11.6,".299",".314",42.5,10,55,"101.098305","95.40612975",24.3,45.8
"Nelson, Jimmy",519076,2017,60,58.3,1.7,".103",".076",20.8,0,8.3,"85.413422727","89.074644762",47.4,48.7
"Norris, Derek",519083,2017,198,24.2,6.1,".271",".296",40,5.2,34.1,"97.641856176","92.866548741",27,49.4
"Revere, Ben",519184,2017,308,8.1,4.9,".284",".307",36.9,0.4,13.1,"92.237442985","90.254257865",9.3,43.9
"Rizzo, Anthony",519203,2017,691,13,13.2,".380",".395",34.2,9.3,39.1,"100.330837875","94.252253424",18.2,46.5
"Romine, Austin",519222,2017,252,22.6,6.3,".250",".292",35,1.7,36.2,"98.449411724","93.255138736",26.3,49.2
"Rupp, Cameron",519237,2017,331,34.4,10.3,".304",".291",31.9,9.9,41.2,"99.991788791","94.152204615",37.2,45.5
"Smolinski, Jake",519295,2017,29,20.7,3.4,".273",".303",33.3,0,33.3,"96.68044","92.546897143",22.8,47.1
"Sogard, Eric",519299,2017,299,12.4,15.1,".343",".337",35.2,1.4,22.6,"94.641110583","91.350556683",10.9,36
"Souza Jr., Steven",519306,2017,617,29,13.6,".348",".350",33.4,11.5,38.6,"100.694178","94.395868941",32,44.1
"Stanton, Giancarlo",519317,2017,692,23.6,12.3,".410",".403",31.6,17.4,45.6,"105.945187156","97.153915517",31.8,42.9
"Szczur, Matt",519333,2017,237,18.6,14.3,".316",".291",30.3,1.3,19.6,"93.326111216","90.986492365",20.4,44.2
"Thames, Eric",519346,2017,551,29.6,13.6,".369",".342",36.3,11.1,39.3,"100.054975461","94.204381184",31.5,43.2
"Vogt, Stephen",519390,2017,303,18.5,6.9,".299",".293",33.6,6.6,30.1,"96.460893894","92.278456444",17.8,44.6
"Galvis, Freddy",520471,2017,663,16.7,6.8,".298",".286",32.8,2.4,23.5,"95.108863429","91.559622918",17.7,48.9
"Perez, Salvador",521692,2017,498,19.1,3.4,".329",".349",34.4,9.4,38.9,"100.007416649","94.066432606",20.9,58.8
"Forsythe, Logan",523253,2017,439,24.8,15.7,".307",".332",40.1,3.9,34.4,"96.688446484","92.562139492",23.1,32.4
"Flores, Wilmer",527038,2017,362,14.9,4.7,".331",".315",36.8,5.9,33.9,"98.125270629","93.175116364",16.4,51.7
"Marte, Jefry",527043,2017,145,23.4,9,".258",".270",27.7,4.3,27.7,"96.087951915","92.047412766",29,43.8
"Puello, César",527049,2017,39,30.8,10.3,".247",".233",18.2,0,27.3,"93.991025455","91.739466364",29.2,45.6
"Teheran, Julio",527054,2017,72,23.6,1.4,".140",".153",18.9,0,9.4,"90.8914765","89.869806667",24.6,51.1
"Adleman, Tim",534947,2017,32,31.3,0,".103",".135",13.6,0,4.5,"90.09481125","89.576600625",30.4,42.6
"Nava, Daniel",537953,2017,214,17.8,12.1,".357",".357",42.9,4.8,30.6,"96.383054189","92.238531224",17.7,41.3
"García, Avisaíl",541645,2017,561,19.8,5.9,".375",".365",31.4,8.8,40.8,"101.598104039","94.980249901",29.3,58.9
"Pérez, Hernán",541650,2017,458,17.2,4.4,".298",".288",29.2,3.1,27.6,"96.173102102","92.114502472",22.9,52.6
"Pérez, Carlos",542208,2017,21,28.6,4.8,".169",".194",28.6,14.3,21.4,"91.970537143","91.108443846",32.4,48.7
"Inciarte, Ender",542255,2017,718,13.1,6.8,".328",".292",34.3,0.5,13.1,"92.299376691","90.267135109",14.7,53.1
"Ozuna, Marcell",542303,2017,679,21.2,9.4,".388",".364",31,9.3,45.6,"103.371358846","95.955017949",26.9,49.6
"Villar, Jonathan",542340,2017,436,30.3,6.9,".287",".266",26.6,5.5,34.2,"99.655824885","93.866446374",30.3,48.6
"Adames, Cristhian",542436,2017,14,42.9,7.1,".049",".095",14.3,0,0,"90.71799","89.553137143",39.3,51.9
"Santana, Danny",542454,2017,178,23,4.5,".254",".269",27.3,4.7,32.3,"97.476557","92.851248403",27.6,56.2
"Telis, Tomás",542513,2017,111,9,2.7,".270",".274",34.7,1.1,17.9,"93.60442","90.92496883",10.4,43.2
"Aguilar, Jesús",542583,2017,311,30.2,8,".351",".333",39.9,11.2,42.8,"100.586112872","94.638756417",33.3,46.5
"Liriano, Rymer",542642,2017,46,30.4,10.9,".286",".261",22.2,7.4,33.3,"99.553313571","94.004075556",37.3,49
"Anderson, Tyler",542881,2017,33,51.5,3,".058",".091",6.7,0,6.7,"88.44421","90.24084",44.1,53.5
"Bandy, Jett",542908,2017,188,27.1,8,".280",".276",39.8,4.2,23.3,"94.941571034","91.471415086",26.3,51.4
"Beckham, Tim",542921,2017,575,29,6.3,".334",".327",34.8,9.5,40.7,"100.076084365","94.14195338",30.9,50.6
"Brantly, Rob",542963,2017,36,38.9,8.3,".388",".289",47.1,5.9,29.4,"95.516853333","91.979510588",28,52.4
"Broxton, Keon",542979,2017,463,37.8,8.6,".308",".309",39,11.6,34.9,"98.839151949","93.46061322",41,46.1
"Chatwood, Tyler",543022,2017,47,19.1,2.1,".158",".165",13.5,0,8.1,"90.089808","89.919891724",19.5,49.4
"Cole, Gerrit",543037,2017,68,30.9,1.5,".179",".130",15.2,0,10.9,"92.745009375","90.861363871",30.3,58.7
"Coleman, Dusty",543038,2017,71,46.5,2.8,".302",".301",47.1,17.6,41.2,"100.422712353","94.419188182",38.7,52.4
"Conley, Adam",543045,2017,32,43.8,6.3,".154",".163",12.5,0,6.7,"89.503372","89.588294444",35,45.1
"Crawford, Brandon",543063,2017,570,19.8,7.4,".301",".302",34.8,5.8,33.5,"97.580685874","92.852968589",28,51.4
"Cron, C.J.",543068,2017,372,25.8,5.9,".316",".338",37.8,10.2,38.6,"101.040265691","94.641881789",27,52.4
"Davis, Taylor",543089,2017,13,30.8,0,".230",".137",11.1,0,22.2,"89.434","89.940702222",25,62.5
"Decker, Jaff",543094,2017,62,27.4,12.9,".272",".299",38.9,0,27.8,"96.319229375","92.160154375",30.7,38.7
"Federowicz, Tim",543148,2017,14,28.6,7.1,".395",".403",33.3,22.2,55.6,"103.193602","97.166163333",33.3,44.7
"Giavotella, Johnny",543213,2017,10,40,0,".088",".128",16.7,0,33.3,"98.49219","93.755485",43.8,41
"Gillaspie, Conor",543216,2017,87,11.5,5.7,".221",".250",31,2.8,21.4,"94.569863714","91.355092754",18.5,47.6
"Gomes, Yan",543228,2017,383,25.8,8.1,".307",".286",29.4,5.7,32.7,"97.784603802","92.912551736",27.3,52.5
"Grossman, Robbie",543257,2017,456,17.3,14.7,".329",".350",37.1,2.9,26.8,"96.341972933","92.192924348",17.4,38.5
"Harrison, Josh",543281,2017,542,16.6,5.2,".332",".311",38.4,2.7,24.1,"94.705423179","91.362796555",21.7,53
"Hendricks, Kyle",543294,2017,51,54.9,0,".095",".071",8.7,0,17.4,"92.79608","90.8861505",40.4,49.7
"Herrmann, Chris",543302,2017,256,26.2,11.3,".272",".306",30,7.5,37.3,"99.517036835","93.926954904",28.4,43.5
"Hicks, Aaron",543305,2017,361,18.6,14.1,".363",".348",30,7.5,32.5,"97.790216695","92.920441404",26.4,39.4
"Hicks, John",543308,2017,190,26.8,6.8,".328",".325",35,8.9,32.5,"99.084047705","93.542703443",34,58.3
"Higashioka, Kyle",543309,2017,20,30,10,".069",".226",16.7,0,16.7,"89.3367","90.380958182",23.1,53.4
"Hosmer, Eric",543333,2017,671,15.5,9.8,".376",".352",30.3,7,39.4,"101.348699758","94.761279456",21.6,47.1
"Jimenez, A.J.",543362,2017,13,53.8,0,".073",".074",16.7,0,16.7,"99.740285","93.8701425",37,60
"Joseph, Caleb",543376,2017,266,27.1,3.8,".299",".284",36.6,6,30.9,"96.837639556","92.423193333",26.4,49.4
"Kipnis, Jason",543401,2017,373,19,7.5,".300",".306",37.9,4.8,31.6,"96.562158667","92.281098889",21.1,46.2
"Koehler, Tom",543408,2017,21,71.4,0,".042",".049",16.7,0,0,"87.87599","88.787995",47.4,44.2
"Lavarnway, Ryan",543432,2017,13,23.1,7.7,".339",".407",75,0,37.5,"100.4905625","94.7800375",36,55.6
"Lyles, Jordan",543475,2017,14,42.9,7.1,".237",".161",14.3,0,0,"90.54918","89.939881429",31.3,28.6
"Mahtook, Mikie",543484,2017,379,20.8,6.1,".335",".327",32.8,5.5,38,"99.215331852","93.722990074",20.8,43.2
"McCann, James",543510,2017,391,22.8,6.6,".316",".340",40.4,7.9,34.1,"98.142249549","93.106053245",24,50.3
"Miller, Brad",543543,2017,407,27,15.5,".294",".318",26.7,6,38.4,"100.529387652","94.46728786",31.3,45.8
"Milone, Tommy",543548,2017,12,41.7,16.7,".206",".191",0,0,20,"96.219","92.1095",35.3,39.5
"Montgomery, Mike",543557,2017,30,33.3,0,".216",".194",15,0,20,"92.86675","90.774801176",32.2,60.2
"Nieuwenhuis, Kirk",543590,2017,31,48.4,12.9,".245",".342",36.4,36.4,54.5,"104.87058","98.626501818",43.3,42.3
"Ortiz, Danny",543611,2017,13,7.7,7.7,".121",".332",36.4,0,45.5,"96.796046667","93.237952727",11.1,47.4
"Rendon, Anthony",543685,2017,605,13.6,13.9,".394",".369",34.7,6.5,38.4,"98.816573832","93.605964941",14.3,40.5
"Roark, Tanner",543699,2017,63,34.9,1.6,".097",".094",2.5,0,10,"90.007649375","89.659697188",30.7,51.6
"Robertson, Daniel",543706,2017,88,3.4,8,".269",".275",19.2,0,19.2,"94.218871579","91.147603684",4.7,40.3
"Rusin, Chris",543734,2017,10,30,0,".292",".278",28.6,0,0,"93.941723333","91.43918",25,48.5
"Semien, Marcus",543760,2017,386,22,9.8,".314",".312",37.9,4.6,30,"96.629623876","92.366313333",25.4,44.8
"Shaw, Travis",543768,2017,606,22.8,9.9,".361",".328",34.7,7.4,39.4,"100.236793035","94.229055473",21.1,45.3
"Springer III, George",543807,2017,628,17.7,10.2,".376",".384",31.1,9.3,43.2,"101.928994429","95.130726888",23.3,44.7
"Strange-Gordon, Dee",543829,2017,694,13.4,3.6,".312",".274",27.7,0.2,11.2,"91.71690717","90.084866623",14.6,54.2
"Vázquez, Christian",543877,2017,345,18.6,4.9,".318",".287",34.5,2.7,22.2,"95.134478846","91.584368577",17.7,44.4
"Wong, Kolten",543939,2017,411,14.6,10,".336",".316",32.9,3,28.9,"96.783474577","92.398646972",19.7,46.3
"Gregorius, Didi",544369,2017,569,12.3,4.4,".335",".294",35.5,3.6,20.9,"94.283550726","91.231041517",21.8,58.4
"Garcia, Leury",544725,2017,326,21.2,4,".317",".307",30.1,4.2,28.4,"96.727345175","92.408036079",22.9,55.7
"Strasburg, Stephen",544931,2017,60,23.3,3.3,".174",".226",22.7,4.5,27.9,"96.195576316","92.272865263",17.5,47.5
"Vargas, Ildemaro",545121,2017,13,23.1,0,".297",".167",40,0,10,"89.581272","89.773385556",26.7,42.9
"Fontana, Nolan",545337,2017,23,34.8,13,".176",".252",25,8.3,33.3,"95.914546667","91.957273333",37.9,31.5
"Franklin, Nick",545338,2017,119,18.5,8.4,".250",".313",39.3,2.4,31,"96.036854048","92.143537349",23.1,41.8
"Grichuk, Randal",545341,2017,442,30.1,5.9,".315",".332",37.4,16,41.4,"101.416289214","94.814893107",29.6,51.2
"Marisnick, Jake",545350,2017,259,34.7,7.7,".343",".306",29.4,11.9,35,"100.115734412","94.137120519",37.2,50.6
"Stassi, Max",545358,2017,31,12.9,19.4,".330",".415",19,14.3,33.3,"100.043105455","94.35367619",23.5,38.9
"Trout, Mike",545361,2017,507,17.8,18.5,".437",".425",36.4,13.3,39.9,"102.005181076","95.046112595",18.2,37.7
"Herrera, Odúbel",546318,2017,563,22.4,5.5,".329",".308",35.1,6.2,32.3,"99.127229949","93.580679418",26.6,53.3
"Almora Jr., Albert",546991,2017,323,16.4,5.9,".334",".308",32.7,4,32.3,"98.24731124","93.143433512",24.9,52
"Ruiz, Rio",547004,2017,173,23.7,11,".261",".300",27.7,6.3,35.7,"98.46531125","93.42548875",27.2,49
"Delmonico, Nicky",547170,2017,166,18.7,13.9,".369",".328",39.1,5.5,26.4,"96.026744074","92.213052991",25,45.9
"Wolters, Tony",547172,2017,266,20.7,12.4,".274",".259",30.1,0.6,18.8,"93.634373256","90.944273372",19.8,43.9
"Lorenzen, Michael",547179,2017,12,41.7,0,".238",".277",28.6,14.3,14.3,"91.136125","91.249214286",32.1,65.1
"Harper, Bryce",547180,2017,492,20.1,13.8,".416",".394",35.5,11.4,42.6,"102.523686835","95.609845253",26.8,49.2
"Pérez, Roberto",547379,2017,248,28.6,10.5,".289",".296",31.8,6.6,39.1,"100.95602863","94.581757448",25.2,39.8
"Ngoepe, Gift",547912,2017,63,41.3,12.7,".281",".223",17.2,3.4,24.1,"96.094195714","92.353022857",41.5,37.6
"Ryu, Hyun Jin",547943,2017,38,47.4,7.9,".196",".212",25,0,31.3,"100.889785","94.6023025",38.3,37
"Kim, Hyun Soo",547957,2017,238,19.3,9.2,".268",".318",35.7,3.6,36.3,"98.264760602","93.365677108",18.7,42.3
"Martin, Leonys",547982,2017,138,23.9,5.8,".224",".267",28.4,4.2,31.6,"97.791640667","92.955237416",27.3,51.2
"Abreu, José",547989,2017,675,17.6,5.2,".377",".364",34.2,9.5,45.2,"102.600732709","95.527623347",22.5,48.2
"Díaz, Elias",553869,2017,200,19,5.5,".253",".270",31.1,2,36.7,"98.699688667","93.349844333",19,51.6
"Narváez, Omar",553882,2017,295,15.3,12.9,".321",".309",37.4,0,18.6,"93.086882941","90.63733299",14.8,43.5
"Machado, Dixon",553988,2017,181,17.7,5.5,".273",".273",26.1,2.2,27.5,"95.089636912","91.594033037",21.4,40.8
"Suárez, Eugenio",553993,2017,632,23.3,13.3,".356",".352",39,6.9,32.1,"97.835045408","92.917522704",24.4,42.2
"Wheeler, Zack",554430,2017,29,41.4,3.4,".100",".149",25,0,25,"94.661258333","91.755629167",20,49.5
"Polanco, Gregory",570256,2017,410,14.6,6.6,".297",".303",30.3,3.8,30.6,"97.374100375","92.692500438",19.3,50.1
"Santana, Domingo",570267,2017,607,29.3,12,".372",".355",40.6,9.4,40.4,"99.892418171","94.125195014",32.2,46.3
"González, Erik",570481,2017,115,32.2,2.6,".291",".302",37.3,9.3,41.3,"100.94541973","94.564107808",35.5,55
"Urshela, Gio",570482,2017,165,13.3,4.8,".243",".281",34.8,1.5,27.4,"96.997201343","92.534397687",16.6,54.1
"Alcántara, Arismendy",570489,2017,108,35.2,1.9,".187",".189",20.6,2.9,20.6,"92.460191212","90.886873485",34.3,51.3
"Sánchez, Yolmer",570560,2017,534,20.8,6.6,".313",".285",32.6,3.4,24.6,"95.607226845","91.820362219",23.6,50.3
"Ureña, José",570632,2017,56,50,0,".099",".115",25,0,25,"98.05262","93.437910714",43.9,52.4
"Schoop, Jonathan",570731,2017,675,21,5.2,".355",".330",35.3,7,37.2,"100.22187123","94.139732916",28.1,52.4
"Villanueva, Christian",570799,2017,32,31.3,0,".450",".258",27.3,9.1,27.3,"97.875763636","93.032293636",28.8,55.9
"Adams, Matt",571431,2017,367,24,6.3,".346",".342",34.1,10.6,40.3,"100.510582913","94.485096087",28.9,54
"Altherr, Aaron",571437,2017,412,25.2,7.8,".359",".341",32.7,10.4,42.8,"102.082151037","95.188569814",29.9,44.4
"Arenado, Nolan",571448,2017,679,15.6,9.1,".395",".366",37.5,8.5,37.9,"99.061597036","93.71612097",23.3,48.2
"Barnhart, Tucker",571466,2017,423,16.1,9.9,".317",".314",36.1,2.3,25.6,"95.67829106","91.856570432",19,47.9
"Bour, Justin",571506,2017,429,22.1,11,".374",".368",37.1,10.8,40.4,"101.855092028","95.055583404",28.1,44.7
"Corbin, Patrick",571578,2017,70,40,8.6,".177",".169",8.3,0,13.9,"93.996313077","91.104797692",34.4,43.7
"Davidson, Matt",571602,2017,443,37.2,4.3,".297",".304",35.8,15.4,41.7,"101.289834724","94.684841457",36.3,48.4
"Farmer, Kyle",571657,2017,20,15,0,".281",".371",52.9,0,17.6,"92.775407778","90.675418824",28.9,48.1
"Freitas, David",571679,2017,17,23.5,0,".248",".252",38.5,0,38.5,"96.419415714","92.78502",22.5,56.3
"Fuentes, Rey",571681,2017,145,24.1,5.5,".268",".280",31.4,2.9,23.5,"95.4976128","92.042254848",28.4,50
"Gennett, Scooter",571697,2017,497,22.9,6,".367",".312",34.7,6.6,35.3,"97.849102832","92.982127449",21.6,49.3
"Goodwin, Brian",571718,2017,278,24.8,8.3,".337",".333",37.3,9.2,35.7,"98.916156413","93.534700707",25.6,41.4
"Hamilton, Billy",571740,2017,633,21,7,".278",".262",32.5,0.4,11.7,"90.07305375","89.719251415",19.8,46.4
"Haniger, Mitch",571745,2017,410,22.7,7.6,".360",".329",36.8,6.1,35.4,"98.849544058","93.552001927",22.7,42.1
"Hazelbaker, Jeremy",571757,2017,61,32.8,14.8,".422",".301",34.4,0,34.4,"99.749634375","93.959125313",34.9,49.6
"Hernández, Enrique",571771,2017,342,23.4,12,".310",".302",30.8,7.2,36.5,"98.707140183","93.524279124",25.4,47
"Holt, Brock",571788,2017,164,20.7,11.6,".256",".253",23.1,0,15,"92.605981509","90.45425",15.1,37.8
"Joseph, Tommy",571830,2017,533,24.2,6.2,".305",".298",30.9,7.3,40.3,"101.256795902","94.721492404",26.6,49.6
"Kelly, Ty",571841,2017,105,23.8,7.6,".256",".270",35.2,2.8,16.9,"94.232630588","91.168980746",22.4,38.2
"Lamb, Jake",571875,2017,635,23.9,13.7,".353",".353",34.4,9.3,36.3,"99.214110309","93.669038041",23.8,39.8
"Maile, Luke",571912,2017,136,25.7,2.2,".178",".196",31.3,4.2,20.8,"94.387634792","91.292287895",23,48.2
"Marrero, Deven",571918,2017,188,32.4,6.4,".257",".254",30.4,2.6,26.5,"96.40189283","92.245438286",28.7,47.3
"Matz, Steven",571927,2017,24,29.2,0,".125",".187",23.5,0,29.4,"97.933537143","92.966768571",30,56.8
"Myers, Wil",571976,2017,649,27.7,10.8,".335",".330",35.3,9.1,44.6,"101.313633077","94.869239974",25.8,44.2
"Naquin, Tyler",571980,2017,40,22.5,5,".228",".236",31,0,31,"96.266405333","92.457425517",21.7,44.2
"Ohlman, Mike",572000,2017,13,23.1,0,".202",".170",20,0,20,"95.55948","91.77974",33.3,42
"Owings, Chris",572008,2017,386,22.5,4.4,".313",".277",33.8,3.6,27.6,"96.687455401","92.360410037",22.9,56.1
"Phegley, Josh",572033,2017,161,16.1,5.6,".256",".305",39.5,5.6,29.8,"95.719103387","91.880509032",22.7,50.4
"Piscotty, Stephen",572039,2017,401,21.7,13,".313",".340",35.8,6.6,34.9,"97.653253333","92.847598805",24.7,47.1
"Pollock, AJ",572041,2017,466,15.2,7.5,".340",".341",35,5.6,38.4,"99.744234286","94.03619086",18.8,42.4
"Rickard, Joey",572073,2017,277,22.7,3.2,".269",".262",34.3,1.5,20.9,"94.077259792","91.100643021",24,46.6
"Schimpf, Ryan",572114,2017,197,35.5,13.7,".304",".305",33,16.5,30.9,"98.134441667","93.094714896",27.3,38.5
"Seager, Kyle",572122,2017,650,16.9,8.9,".326",".344",35.2,8.6,33.9,"98.087707991","93.113487131",20.9,42.9
"Susac, Andrew",572180,2017,12,50,0,".073",".058",0,0,16.7,"88.83457","89.750618333",42.9,38.9
"Taylor, Michael A.",572191,2017,432,31.7,6.7,".338",".302",35.1,9.8,38.3,"100.399172891","94.265515373",33.4,49.6
"Thompson, Trayce",572204,2017,55,41.8,10.9,".208",".270",30.8,7.7,50,"102.23934","95.11967",34,41.6
"Vincej, Zach",572227,2017,12,41.7,8.3,".251",".250",25,0,25,"93.37923","90.689615",28,46.3
"Voit III, Luke",572228,2017,124,25,5.6,".316",".333",34.9,9.6,43.4,"101.502179048","95.060202169",28.5,51.9
"Walker, Christian",572233,2017,15,33.3,6.7,".489",".490",42.9,42.9,42.9,"103.47449","96.842565714",51.4,53
"Zunino, Mike",572287,2017,435,36.8,9,".355",".329",35.1,14.5,46.9,"103.379990526","95.91690386",38.3,49.5
"Goins, Ryan",572365,2017,459,20.9,6.8,".278",".262",27.1,3,29.4,"96.622436188","92.311218094",21.3,44.9
"Adams, Lane",572669,2017,122,30.3,8.2,".344",".348",39.2,13.5,39.2,"100.298899167","94.249251667",38.6,49.1
"Butler, Eddie",572750,2017,19,31.6,5.3,".098",".142",25,0,0,"80.433484","88",30.2,57.3
"Carpenter, Matt",572761,2017,622,20.1,17.5,".361",".379",37.7,8.2,37,"98.859121087","93.683129538",19.5,34.6
"Dickerson, Corey",572816,2017,628,24.2,5.6,".341",".314",35.6,7.5,31.7,"98.092830872","93.059310667",28.6,58.7
"Dozier, Brian",572821,2017,705,20,11.1,".362",".342",32,8.4,34.7,"97.834204025","93.060110869",24.7,41.7
"Garneau, Dustin",572863,2017,126,28.6,9.5,".260",".261",37.7,2.6,21.1,"94.596574211","91.5085568",30.4,52.9
"Perkins, Cameron",573088,2017,97,23.7,5.2,".225",".255",25.4,1.5,38.8,"99.140625152","93.673351692",24.5,45.7
"Saladino, Tyler",573135,2017,281,23.8,8.2,".223",".235",25,0.5,25,"95.785922935","91.916541366",24.3,42.4
"Straily, Dan",573185,2017,64,51.6,1.6,".081",".074",10,0,3.3,"86.609166364","88.586610952",34,44.1
"Vargas, Kennys",573627,2017,264,29.2,7.6,".323",".300",30.9,9.1,30.9,"98.643917229","93.434105818",30.3,45.4
"Segedin, Rob",574847,2017,20,35,0,".211",".167",30.8,0,23.1,"92.513257143","90.90618",32.5,48.2
"Contreras, Willson",575929,2017,428,22.9,10.5,".362",".351",29.4,10.3,35.9,"100.625959562","94.352117774",30.1,48
"Gyorko, Jedd",576397,2017,481,21.8,9.8,".344",".320",32.3,7.9,31.5,"97.162745247","92.585832438",25.5,48
"Iglesias, Jose",578428,2017,489,13.3,4.3,".283",".275",32.6,1.2,21.1,"93.683011717","91.056764785",15.2,46.9
"Travis, Devon",581527,2017,197,19.3,3.6,".308",".335",43.3,6.7,34,"98.246867467","93.219144631",18.9,47.4
"Hechavarría, Adeiny",588751,2017,348,19.3,3.7,".295",".300",32.2,3,34.6,"98.281538538","93.150720154",24.5,57.9
"Torreyes, Ronald",591720,2017,336,12.8,3.3,".297",".252",27,0.7,13.2,"91.6725875","90.145909816",16,59.3
"Osuna, José",591741,2017,227,17.6,4,".293",".304",34.1,4.5,31.8,"97.993627386","93.026596",21.4,50.5
"Valera, Breyvic",591971,2017,11,0,9.1,".143",".130",10,0,0,"83.222082","88.066079",17.6,47.2
"García, Willy",591994,2017,119,26.1,9.2,".301",".285",31.2,3.9,31.2,"97.746410263","92.979340263",31.4,43.8
"Austin, Tyler",592122,2017,46,37,8.7,".295",".344",44,16,32,"100.540694615","94.5211612",37.2,45
"Bryant, Kris",592178,2017,665,19.2,14.3,".399",".376",35.1,9.6,36.6,"98.80344338","93.415540729",24.1,45.4
"Canha, Mark",592192,2017,187,29.9,3.7,".276",".279",36.4,5.9,33.9,"98.729680847","93.394120763",25.8,50
"Casali, Curt",592200,2017,13,23.1,23.1,".447",".329",28.6,14.3,28.6,"94.5063725","91.717927143",31.3,29.6
"Castellanos, Nick",592206,2017,665,21.4,6.2,".341",".373",42.8,10.7,42,"99.656003697","94.03061645",26.8,51.2
"Cowart, Kaleb",592230,2017,117,23.9,8.5,".301",".307",34.2,5.3,30.3,"97.666688649","92.958405342",30.2,47.9
"DeShields, Delino",592261,2017,440,24.8,10,".315",".275",28.2,2.8,21.9,"94.733943651","91.512521873",23,40.2
"Drury, Brandon",592273,2017,480,21.5,5.8,".325",".312",33.7,4.9,38.7,"99.034737471","93.593834471",23.6,45.4
"Foltynewicz, Mike",592314,2017,49,55.1,0,".042",".085",27.3,0,4.5,"85.702834286","88.685254615",46.5,60
"Gamel, Ben",592325,2017,550,22.2,6.5,".315",".297",33.2,4.1,29.3,"96.731259021","92.374731572",20.9,44.7
"Goodrum, Niko",592348,2017,18,55.6,5.6,".087",".153",14.3,0,28.6,"95.6312275","92.689941429",34.7,57
"Gray, Jon",592351,2017,43,62.8,2.3,".113",".124",13.3,6.7,20,"93.59263","92.444178182",43.6,43.8
"Healy, Ryon",592387,2017,605,23.5,3.8,".320",".313",35.6,7.6,40.4,"100.120816558","94.153437791",26.8,47.6
"Holaday, Bryan",592407,2017,29,3.4,0,".236",".268",42.9,0,14.3,"92.845278571","90.528015714",14.8,58.7
"Hoying, Jared",592419,2017,77,29.9,5.2,".246",".225",28,0,20,"92.8506","91.169747551",33.1,49.1
"Jones, JaCoby",592444,2017,154,42.2,5.8,".229",".244",31.6,7.9,35.5,"98.449532105","93.297459067",39.2,48.6
"Judge, Aaron",592450,2017,678,30.7,18.7,".430",".450",38.2,25.7,54.7,"108.114253018","98.934467418",34.9,41.1
"Machado, Manny",592518,2017,690,16.7,7.2,".328",".360",30.3,10.5,47.5,"103.633014962","96.162352904",21.9,49
"Moran, Colin",592567,2017,12,8.3,8.3,".498",".357",30,0,50,"101.055282","94.679032",19,56.8
"Nicholas, Brett",592592,2017,65,20,3.1,".279",".273",38,0,28,"96.7605552","92.3807966",24.4,60
"Nicolino, Justin",592593,2017,13,15.4,0,".000",".059",0,0,9.1,"88.95592","89.55615375",17.9,54.9
"Parker, Jarrett",592620,2017,177,30.5,5.6,".299",".289",33.9,10.7,30.4,"98.725799107","93.3657675",28.8,45.1
"Pederson, Joc",592626,2017,323,21.1,12.1,".322",".339",26.2,8.7,41.7,"101.840230097","95.094456165",23.8,43.6
"Ray, Robbie",592662,2017,61,37.7,4.9,".253",".193",25.7,0,14.7,"93.328589231","90.926028462",40.5,54
"Realmuto, J.T.",592663,2017,579,18.3,6.2,".332",".335",32.6,6.3,35.5,"99.057183458","93.605391733",19.2,48.3
"Renfroe, Hunter",592669,2017,479,29.2,5.6,".316",".309",32.4,11.1,34.1,"100.297365359","94.200535377",33.1,48.1
"Robinson, Drew",592685,2017,121,34.7,11.6,".323",".323",43.1,13.8,35.4,"100.18788303","94.209897385",29.2,46.4
"Rosario, Eddie",592696,2017,589,18,5.9,".349",".332",32.4,7.4,31.8,"97.412271591","92.783380568",24.4,55.4
"Rutledge, Josh",592710,2017,118,26.3,7.6,".255",".269",30.3,1.3,27.6,"96.319679474","92.2005125",24.2,43.1
"Simmons, Andrelton",592743,2017,647,10.4,7.3,".323",".307",31.3,2.5,28.7,"96.360267241","92.180495536",13.6,46.3
"Syndergaard, Noah",592789,2017,13,38.5,23.1,".319",".323",20,0,80,"107.956935","103.946315",42.1,36.5
"Taillon, Jameson",592791,2017,43,34.9,0,".138",".128",10.7,0,10.7,"91.804789","90.4431875",24.7,56.2
