"last_name, first_name","player_id","year","pa","k_percent","bb_percent","woba","xwoba","sweet_spot_percent","barrel_batted_rate","hard_hit_percent","avg_best_speed","avg_hyper_speed","whiff_percent","swing_percent"
"Walker, Taijuan",592836,2017,683,21.4,8.9,".311",".313",30.2,5.1,34.5,"78.621860304","93.471695773",21.7,45
"Williams, Trevor",592866,2017,642,18.2,8.1,".309",".316",33.7,5.2,29.4,"75.202460267","92.737931314",19.3,47.8
"Martinez, Carlos",593372,2017,858,25.3,8.3,".299",".284",30.5,4.8,33.3,"75.664595818","93.155882382",24.6,46.8
"Rodriguez, Eduardo",593958,2017,582,25.8,8.6,".315",".308",35.5,7.7,31.3,"74.754872234","92.916060053",26.3,47.2
"deGrom, Jacob",594798,2017,827,28.9,7.1,".291",".273",32.1,5.9,28.8,"75.233682278","92.71360176",29.3,49.9
"Eickhoff, Jerad",595191,2017,576,20.5,9.2,".338",".337",33.8,6.3,34.6,"78.841327385","93.661571564",21.7,44.6
"Pivetta, Nick",601713,2017,584,24,9.8,".358",".335",36.6,7.3,37.2,"77.29458766","93.767580585",22.4,45.8
"Bundy, Dylan",605164,2017,698,21.8,7.3,".308",".321",34.2,7.8,36.5,"78.080485208","93.825075741",25.4,49.1
"Cotton, Jharel",605194,2017,564,18.6,9.4,".352",".321",31.6,6,30.9,"75.312197766","93.056835878",22.1,47.5
"Davies, Zach",605200,2017,817,15.2,6.7,".323",".336",34,4,31.1,"74.878122614","92.787750866",18.3,43.4
"Fulmer, Michael",605242,2017,676,16.9,5.9,".279",".310",32.5,4.9,29.4,"74.757091383","92.750320693",21.6,49.5
"Nola, Aaron",605400,2017,693,26.6,7.1,".293",".279",33.4,5,31,"74.156470132","92.633089342",26.6,45.2
"Snell, Blake",605483,2017,547,21.8,10.8,".308",".306",30.4,4.3,30,"75.253832737","92.782237011",26.4,43.2
"Perdomo, Luis",606131,2017,716,16.5,9.1,".339",".334",26.5,5,36.4,"76.888645465","93.652672777",21.8,45.3
"Montero, Rafael",606160,2017,550,20.7,12.2,".359",".319",30.8,4.1,25.3,"72.665698409","92.331377806",24.2,45.6
"Gsellman, Robert",607229,2017,549,14.9,7.7,".344",".340",33.8,5,32.5,"73.919035743","93.337019231",17,47.8
"Biagini, Joe",607352,2017,517,18.8,8.1,".323",".306",29.3,5.3,31.2,"74.145341622","93.162608753",19.5,46.4
"Freeland, Kyle",607536,2017,688,15.6,9.2,".340",".319",29,4.3,33.6,"73.503644139","93.326657316",18.3,45.5
"Wacha, Michael",608379,2017,701,22.5,7.8,".316",".305",32.4,5.6,30.1,"76.575083941","92.900445085",23,47.8
"Márquez, Germán",608566,2017,700,21,7,".341",".324",31.3,7.1,36,"78.147728197","93.721957316",20.7,48.7
"McCullers Jr., Lance",621121,2017,512,25.8,7.8,".305",".291",30.4,4.6,32.8,"76.356466832","93.298067196",28,45.6
"Berríos, José",621244,2017,616,22.6,7.8,".302",".305",32.5,5,29.1,"74.754791171","92.601706577",23.3,45.6
"Blach, Ty",621389,2017,692,10.5,6.2,".326",".335",32.7,3.7,33,"75.742202115","93.033970628",15.6,45.8
"Wood, Alex",622072,2017,614,24.6,6.2,".266",".280",30.8,5,28,"74.097770922","92.506155218",26.4,48.7
"Senzatela, Antonio",622608,2017,564,18.1,8.3,".322",".327",32.8,5.4,34.5,"76.754112822","93.313721881",18,43.6
"Severino, Luis",622663,2017,782,29.4,6.5,".263",".271",29.7,6.1,33.5,"76.091770902","93.196214467",28.1,49.1
"Maeda, Kenta",628317,2017,557,25.1,6.1,".303",".286",34.9,4.8,28.4,"75.376650984","92.508379754",27.4,48.1
"Manaea, Sean",640455,2017,691,20.3,8,".329",".328",32.3,5.8,41.2,"78.836638299","94.169367089",25.4,47.8
"Kuhl, Chad",641771,2017,680,20.9,10.6,".338",".332",36.7,5.7,38.6,"78.099740625","93.917541339",23.1,44.9
"Godley, Zack",643327,2017,627,26.3,8.5,".285",".294",28.7,6.4,38.7,"76.414951701","93.824904742",31.4,44.8
"Montgomery, Jordan",656756,2017,649,22.2,7.9,".295",".307",31.8,6.2,31.6,"76.169578756","92.866520535",26.9,47.2
"Miranda, Aríel",664641,2017,678,20.2,9.3,".329",".334",32.8,9.5,34,"77.100015216","93.380146228",26,47.7
"Colon, Bartolo",112526,2018,628,12.9,4,".362",".363",37.2,7.5,40.8,"78.990581081","94.305538687",12.6,46.2
"Sabathia, CC",282332,2018,665,21.1,7.7,".313",".288",32.2,5.2,26.6,"73.359951878","92.250301965",24.8,47.9
"Greinke, Zack",425844,2018,839,23.7,5.1,".286",".303",35.4,6.4,33.5,"77.487911633","93.216715877",26,45.3
"Hamels, Cole",430935,2018,805,23.4,8.1,".325",".332",34.4,7.5,35.9,"77.926503042","93.724410552",27,47.8
"Hernández, Félix",433587,2018,684,18.3,8.6,".344",".352",34,8.4,38.5,"79.751502678","94.188946987",19.8,45
"Verlander, Justin",434378,2018,833,34.8,4.4,".259",".237",31.1,6.2,32.7,"78.75990849","93.215622592",31.6,51.2
"Liriano, Francisco",434538,2018,586,18.8,12.5,".337",".355",34.4,7.5,32.2,"77.444724082","93.267754834",25.4,42.1
"Hammel, Jason",434628,2018,582,15.8,6.7,".368",".365",36.8,8.3,39.5,"79.116028597","94.115768912",20.6,49.1
"Sánchez, Aníbal",434671,2018,553,24.4,7.6,".277",".275",27.2,5.1,26.3,"73.59857095","92.227648992",24.7,46.5
"Kluber, Corey",446372,2018,842,26.4,4,".270",".277",32.1,6.3,34.5,"77.474814353","93.263122919",26.9,48.2
"Hill, Rich",448179,2018,547,27.4,7.5,".297",".304",33,7.8,36.2,"78.503322647","93.652919263",24.7,47.1
"Shields, James",448306,2018,871,17.7,9,".326",".350",35.9,8.3,35.6,"78.170011093","93.584878939",24.5,45.4
"Guerra, Junior",448855,2018,610,22.3,9,".333",".312",32.3,6.7,38.8,"78.103361527","94.105870936",24.7,47.3
"Morton, Charlie",450203,2018,695,28.9,9.2,".293",".284",32,5.8,31,"76.951516373","93.08194473",28.5,44.8
"Lester, Jon",452657,2018,761,19.6,8.4,".319",".342",38.9,6.6,35.4,"78.516620951","93.495959886",20.3,44.3
"Kennedy, Ian",453178,2018,518,20.3,7.7,".334",".342",39.2,8.9,37.1,"79.256158785","93.946026934",19.2,47.1
"LeBlanc, Wade",453281,2018,662,19.6,6,".306",".317",36.2,9,34.6,"76.268529752","93.257556715",21.9,46.2
"Scherzer, Max",453286,2018,866,34.6,5.9,".252",".248",33.8,6.6,31.7,"75.860880685","92.647810141",33.1,52.4
"Richard, Clayton",453385,2018,682,15.8,8.8,".334",".349",28.8,6.2,40.5,"80.531561296","94.604080507",19.5,46.3
"Arrieta, Jake",453562,2018,722,19.1,7.9,".315",".312",32.9,5.6,31.7,"77.758042023","92.933534786",19.5,46.1
"Price, David",456034,2018,722,24.5,6.9,".300",".313",33.2,7,35.7,"78.004062241","93.851433472",22.9,47.5
"Happ, J.A.",457918,2018,732,26.4,7,".295",".302",30.9,8.8,34,"77.746689496","93.580311996",24.1,47.8
"Lynn, Lance",458681,2018,700,23,10.9,".327",".310",30.4,4.2,37.1,"76.011148333","93.581628879",23.5,46.6
"Gonzalez, Gio",461829,2018,746,19.8,10.7,".320",".329",35.1,5.8,34.5,"76.94446063","93.321813688",24,43.2
"Estrada, Marco",462136,2018,627,16.4,8,".360",".332",37.6,9.3,33.3,"77.053938069","92.948710987",23.3,48.6
"Nova, Iván",467100,2018,683,16.7,5.1,".327",".332",33.2,7.9,38.7,"80.035492471","94.077225463",19.9,48.9
"Chacín, Jhoulys",468504,2018,796,19.6,8.9,".287",".320",32.8,6.5,37.8,"78.050611481","93.927760278",21.3,43.4
"Carrasco, Carlos",471911,2018,784,29.5,5.5,".288",".283",32.9,6,39.1,"79.706658008","94.074574751",33.1,49.7
"Ross, Tyson",475115,2018,634,19.2,9.8,".309",".324",36.8,6.1,35.2,"78.26739968","93.252466142",21.8,42.9
"Kershaw, Clayton",477132,2018,649,23.9,4.5,".272",".282",29.9,5.4,35.4,"77.208474626","93.432404857",23,51.6
"Cashner, Andrew",488768,2018,681,14.5,9.5,".366",".358",36.4,7.2,35.8,"79.270260472","93.70698626",17.2,43.6
"Quintana, Jose",500779,2018,739,21.4,9.2,".319",".321",33.7,6.1,37.6,"79.719928826","93.737849168",20.6,42.8
"Minor, Mike",501985,2018,640,20.6,5.9,".312",".319",35.5,10.8,35.3,"77.29015187","93.470661678",22.3,48.9
"Archer, Chris",502042,2018,638,25.4,7.7,".330",".317",33.7,6.4,38.7,"79.730301531","93.947308897",28.6,48.5
"Gibson, Kyle",502043,2018,826,21.7,9.6,".306",".319",30.9,5.7,36.4,"76.675027942","93.491631935",26.8,45.2
"Cobb, Alex",502171,2018,661,15.4,6.5,".345",".338",33.4,7.8,40.6,"78.184592174","94.031287624",17.8,45.7
"Leake, Mike",502190,2018,783,15.2,4.3,".326",".348",35.4,6.7,39.6,"79.210878553","94.224811479",16.7,49.7
"Anderson, Chase",502624,2018,644,19.9,8.9,".317",".330",34.5,8.8,30.8,"76.343084091","93.040743818",22.1,47.2
"Holland, Derek",502706,2018,727,23.2,9.2,".309",".312",34.1,6.6,35.4,"77.555262532","93.635942743",23.8,47
"Bettis, Chad",518452,2018,518,15.4,9.1,".339",".343",30.1,7.3,38.6,"77.266078413","94.106074775",21.3,43.7
"Bumgarner, Madison",518516,2018,551,19.8,7.8,".300",".321",34.3,8.4,35.5,"77.660434615","93.650850257",21.6,46.8
"Duffy, Danny",518633,2018,692,20.4,10.1,".333",".346",36.7,7.3,37.3,"78.254860297","93.611657818",23.4,46.1
"Harvey, Matt",518774,2018,663,19.8,5.6,".334",".319",32.3,8,40,"79.755514748","94.483225399",20.6,49
"Porcello, Rick",519144,2018,808,23.5,5.9,".303",".311",33.8,7,35.7,"78.511315127","93.854074499",20.5,47.1
"Sale, Chris",519242,2018,617,38.4,5.5,".237",".233",31.9,7.5,26.8,"74.146397669","92.528917117",35,48.2
"Zimmermann, Jordan",519455,2018,556,20,4.7,".338",".327",38.6,9.6,38.4,"78.618285314","93.904943237",20.6,48.5
"Teheran, Julio",527054,2018,724,22.4,11.6,".295",".323",34.5,7.2,36.7,"78.445574805","93.562641302",28.5,43.1
"Anderson, Tyler",542881,2018,736,22.3,7.9,".323",".296",35.8,5.7,31.4,"77.142577937","93.073733618",25.4,49.1
"Cole, Gerrit",543037,2018,799,34.5,8,".265",".271",35.8,6.2,39.8,"78.980530897","93.793774719",30.9,49.6
"Gaviglio, Sam",543208,2018,548,19.2,6.9,".344",".330",31.4,6.7,40.4,"77.848396091","94.112764351",20.9,43.8
"Gray, Sonny",543243,2018,582,21.1,9.8,".336",".322",30.5,6.3,39.5,"77.528016218","94.004006762",25.1,43
"Hendricks, Kyle",543294,2018,812,19.8,5.4,".295",".300",32.6,5.7,30.8,"74.975273162","92.907246598",22.1,44.7
"Montgomery, Mike",543557,2018,534,16.1,7.3,".315",".325",31.1,3.7,38.7,"76.841001327","93.572425064",21.6,46.4
"Odorizzi, Jake",543606,2018,711,22.8,9.8,".322",".332",35.2,7.4,39,"78.555609372","93.924690112",24.7,47.4
"Roark, Tanner",543699,2018,760,19.2,6.6,".319",".318",32.7,6,33.6,"76.992998608","93.388263945",20.4,45.8
"Strasburg, Stephen",544931,2018,544,28.7,7,".306",".306",35.1,7.3,38.9,"78.67185","94.003158843",27.9,46.8
"Bauer, Trevor",545333,2018,717,30.8,7.9,".260",".259",33,4.4,29.1,"77.965412547","92.860139007",31.5,45.1
"Tanaka, Masahiro",547888,2018,635,25,5.5,".307",".305",31.8,7.1,38.1,"78.301194977","93.874537271",29.4,50.4
"Stripling, Ross",548389,2018,503,27,4.4,".309",".270",34.3,5.8,31.7,"78.047433742","92.893034847",25.6,48.3
"Wheeler, Zack",554430,2018,744,24.1,7.4,".272",".278",32.9,4.8,27.1,"75.422836173","92.398570412",24.7,49.2
"Ureña, José",570632,2018,712,18.3,7.2,".298",".311",30.3,6.2,36.2,"77.792187843","93.641051667",20.2,47.5
"Boyd, Matthew",571510,2018,709,22.4,7.2,".305",".287",34.4,6.1,32.3,"77.335605187","92.730585239",23.6,46.5
"Corbin, Patrick",571578,2018,800,30.8,6,".265",".283",31.1,5.8,35.6,"77.787217137","93.521333354",34.7,47.6
"Fiers, Mike",571666,2018,714,19.5,5.2,".319",".336",33.2,10.4,37.4,"79.904929198","93.997538092",19.9,46.6
"Heaney, Andrew",571760,2018,749,24,6,".310",".311",36.2,7.8,37.2,"76.27365626","93.602442327",26.3,48.5
"Matz, Steven",571927,2018,654,23.2,8.9,".317",".302",29,7.4,36.6,"78.962315498","93.648047678",23.3,43.5
"Mikolas, Miles",571945,2018,808,18.1,3.6,".271",".286",31.5,5.1,29.4,"76.173718553","92.670905865",20.2,52.5
"Paxton, James",572020,2018,645,32.2,6.5,".287",".286",36.3,9.4,42.1,"79.950562577","94.381203557",30,52.6
"Skaggs, Tyler",572140,2018,533,24.2,7.5,".320",".304",33.1,6.1,38.7,"79.288082784","93.882256449",25.7,47
"Keuchel, Dallas",572971,2018,874,17.5,6.6,".305",".293",29,4.5,33,"76.207144634","93.215602668",19.8,45.3
"Straily, Dan",573185,2018,518,19.1,10,".324",".354",36.1,7.5,41.4,"80.091738171","94.368145301",24,46.8
"Covey, Dylan",592229,2018,541,16.8,9.4,".319",".329",30,5.3,37.3,"78.15821","93.537936692",17.6,44.6
"Foltynewicz, Mike",592314,2018,743,27.2,9.2,".265",".274",30.8,6.9,34.5,"78.613296983","93.337673211",25.7,44
"Gausman, Kevin",592332,2018,776,19.1,6.4,".324",".333",33.5,7.4,40.8,"77.951337254","94.193265704",24.7,49.3
"Gray, Jon",592351,2018,742,24.7,7,".332",".306",31.9,5.8,37.9,"79.780287358","93.996075703",29.2,45.9
"Ray, Robbie",592662,2018,526,31.4,13.3,".312",".309",36.4,8.7,41.6,"79.482970426","94.496902057",32,43
"Syndergaard, Noah",592789,2018,644,24.1,6.1,".285",".267",29.1,2,26.6,"74.42863656","92.581566943",28.2,50.9
"Taillon, Jameson",592791,2018,785,22.8,5.9,".294",".289",35,4.3,31.9,"77.767895667","92.920155889",23.8,49.3
"Velasquez, Vince",592826,2018,630,25.6,9.4,".325",".296",32.3,5.2,34.8,"79.620469175","93.751432268",26.8,46.9
"Williams, Trevor",592866,2018,701,18,7.8,".287",".309",34.3,5.8,31,"76.001327849","92.883373832",18.8,47.2
"Martinez, Carlos",593372,2018,521,22.5,11.5,".291",".297",29.4,3.9,31.5,"74.021782531","93.051969753",24.9,47.5
"Rodriguez, Eduardo",593958,2018,553,26.4,8.1,".298",".299",37.7,6.7,33,"77.794729774","93.137512663",26.2,47.5
"deGrom, Jacob",594798,2018,835,32.2,5.5,".230",".243",32.2,4.1,28.9,"75.417923083","92.619660514",31.4,52.5
"Gonzales, Marco",594835,2018,686,21.1,4.7,".311",".311",37.8,5.4,35,"78.18887644","93.497978357",21.1,48.4
"Junis, Jakob",596001,2018,758,21.6,5.7,".331",".323",34.5,8.6,35.6,"78.301945","93.595588475",22.4,46.9
"Weaver, Luke",596133,2018,609,19.9,8.9,".340",".331",37.4,6.3,35,"77.08313654","93.458152796",22.3,46.6
"Pivetta, Nick",601713,2018,694,27.1,7.3,".322",".292",34.1,7.8,34.9,"79.04384537","93.536170116",27.5,48.1
"Bundy, Dylan",605164,2018,750,24.5,7.2,".363",".323",37.9,8.5,37.4,"79.34909772","93.785211583",26.8,50.3
"Clevinger, Mike",605182,2018,809,25.6,8.3,".288",".283",32,5.6,31.8,"76.362553053","92.862517252",27.8,46.4
"Fulmer, Michael",605242,2018,558,19.7,8.2,".327",".333",34.5,6.5,38.2,"78.799666907","94.123362506",23.2,50.2
"Nola, Aaron",605400,2018,831,27,7,".251",".258",27.9,4.6,31.2,"76.78916375","92.730845284",27.7,47.6
"Snell, Blake",605483,2018,700,31.6,9.1,".246",".274",33.1,7.2,32.7,"76.84673561","93.090740098",34.7,45.4
"Suárez, Andrew",605498,2018,665,19.5,6.8,".328",".334",31.4,7.6,38.1,"78.787631639","94.190472269",18.3,46
"Rodón, Carlos",607074,2018,510,17.6,10.8,".309",".313",28.3,5.1,34.3,"77.18702125","93.163799176",21.3,45.6
"Romano, Sal",607219,2018,644,16.3,8.2,".334",".338",32.2,8.1,34.2,"77.646058602","93.509477775",18.8,47.3
"Freeland, Kyle",607536,2018,844,20.5,8.3,".292",".299",30.9,5,29.2,"76.369316014","92.633889036",21.8,45.8
"Giolito, Lucas",608337,2018,775,16.1,11.6,".345",".348",30.5,7,37.1,"78.620984037","93.523389574",21.4,43.4
"Márquez, Germán",608566,2018,815,28.2,7,".300",".282",31.5,5.6,39.1,"79.04423537","94.148958343",28.5,47.4
"Stratton, Chris",608717,2018,625,17.9,8.6,".339",".356",38.7,7,38.8,"81.13657489","94.100184901",20.8,45.9
"Chen, Wei-Yin",612672,2018,572,19.4,8.2,".318",".288",35,5.3,31.5,"77.5692088","92.81238745",20.4,45.5
"Eflin, Zach",621107,2018,548,22.4,6.8,".318",".293",30.6,5.7,33.2,"76.424857273","93.235993396",23.8,48.8
"Buehler, Walker",621111,2018,541,27.9,6.8,".247",".259",25.9,4.3,32,"78.064161845","92.93610003",25.5,49.1
"McCullers Jr., Lance",621121,2018,527,26.9,9.5,".289",".299",32,8.2,35.1,"79.013770491","93.829788558",31.8,45.5
"Berríos, José",621244,2018,797,25.3,7.7,".292",".295",28.8,6,34.4,"75.742294549","93.411849076",26.1,47.9
"Blach, Ty",621389,2018,512,14.6,8,".325",".331",30.1,4.8,35.7,"77.290852292","93.770764465",18.2,43.9
"Wood, Alex",622072,2018,637,21.2,6.3,".288",".290",31.3,4.6,33.7,"78.206662018","93.125418094",24.1,49
"Castillo, Luis",622491,2018,708,23.3,6.9,".314",".318",33.7,8.8,39.5,"77.787950788","94.033699958",28.7,49.6
"Severino, Luis",622663,2018,780,28.2,5.9,".290",".298",36.7,7.7,34.7,"77.93695627","93.467707917",26.8,49.7
"López, Reynaldo",625643,2018,799,18.9,9.4,".310",".335",37.5,7.3,36.1,"77.951526929","93.421050446",21.3,47.4
"Maeda, Kenta",628317,2018,532,28.8,8.1,".304",".287",36.3,5.7,32.3,"76.660101795","93.070558167",31.4,49.9
"Manaea, Sean",640455,2018,654,16.5,4.9,".287",".329",31.6,7.9,39.7,"79.547834132","94.008319048",20.2,51.2
"Keller, Brad",641745,2018,583,16.5,8.6,".290",".301",28,4.6,31.6,"77.967599395","93.122944149",21.2,45.9
"Lauer, Eric",641778,2018,504,19.8,9.1,".347",".333",37.5,6,35.2,"77.671561392","93.646203354",20,46.9
"Mahle, Tyler",641816,2018,506,21.7,10.5,".360",".337",37.1,9.1,40.3,"80.223403902","94.259831067",24.1,47.7
"Yarbrough, Ryan",642232,2018,628,20.4,8,".314",".317",36.7,6.3,26.9,"74.639059636","92.423728318",20.7,48.2
"Barria, Jaime",642545,2018,537,18.2,8.8,".315",".327",34,7.3,33.2,"79.214828281","93.228754935",24.5,45.9
"Godley, Zack",643327,2018,791,23.4,10.2,".322",".334",33.3,6.4,38.8,"79.458104418","94.040489257",28.2,44.4
"Flaherty, Jack",656427,2018,615,29.6,9.6,".281",".279",30.9,6.6,34.7,"75.328739667","93.218216518",31.5,46.5
"Newcomb, Sean",656794,2018,696,23,11.6,".300",".297",32.2,4.2,31.9,"77.496915089","92.890019016",24.9,44.6
"Lucchesi, Joey",664192,2018,548,26.5,7.8,".328",".321",34.6,8.7,40.5,"78.805126826","94.159566486",25.8,44.2
"Richards, Trevor",670950,2018,547,23.8,9.9,".324",".319",39.9,6.1,36.3,"77.641504261","93.486585284",25.8,45.7
"Wainwright, Adam",425794,2019,745,20.5,8.6,".330",".329",32.1,6.5,39.2,"78.292462056","93.845111434",19.5,42.4
"Greinke, Zack",425844,2019,810,23.1,3.7,".263",".281",34.1,6.3,33.3,"77.091723759","92.997307621",24.1,46.7
"Hamels, Cole",430935,2019,617,23.2,9.1,".317",".322",31.1,7.6,41.3,"80.11781685","94.44789115",27.4,47.3
"Verlander, Justin",434378,2019,847,35.4,5,".243",".248",30.1,7.2,33.3,"76.535831441","93.055670637",33.6,51.9
"Sánchez, Aníbal",434671,2019,712,18.8,8.1,".296",".312",37.8,6.6,28.3,"76.624751693","92.714450571",22.4,48.4
"Morton, Charlie",450203,2019,790,30.4,7.2,".270",".274",34.3,5,32.8,"75.623727833","93.081770919",29.6,47.4
"Vargas, Jason",450306,2019,649,19.1,9.7,".318",".325",33.3,7.9,33.8,"77.052852477","93.124975473",24.2,43.6
"Lester, Jon",452657,2019,764,21.6,6.8,".344",".336",37.1,7.4,34.7,"78.141982472","93.604731689",21.1,45.7
"LeBlanc, Wade",453281,2019,532,17.3,5.8,".359",".343",38.5,7.8,39,"78.812888571","94.094017679",22.3,47.1
"Scherzer, Max",453286,2019,693,35.1,4.8,".269",".253",35.2,6.6,35.5,"76.796564853","93.26843887",33.9,52.5
"Arrieta, Jake",453562,2019,594,18.5,8.6,".339",".336",33.8,6.8,37.6,"79.195905024","93.791637126",18.3,44
"Bailey, Homer",456701,2019,696,21.4,7.6,".307",".318",31.6,5.7,39.5,"80.757001033","94.235323884",24.3,48.5
"Happ, J.A.",457918,2019,678,20.6,7.2,".329",".331",33.3,8.3,37.5,"79.019139333","93.794312004",23.7,48.1
"Lynn, Lance",458681,2019,875,28.1,6.7,".294",".283",34,5.9,33.8,"77.48156893","93.230290407",28.5,49
"Nova, Iván",467100,2019,806,14.1,5.8,".351",".352",34.6,7.2,38.4,"77.427465176","94.102419968",18.5,48.9
"Anderson, Brett",474463,2019,743,12.1,6.6,".308",".347",30.5,7.3,40,"78.996192736","94.183617343",17,47.5
"Kershaw, Clayton",477132,2019,706,26.8,5.8,".280",".289",30.1,6.6,34.1,"78.595967339","93.45842669",27.7,51.3
"Cashner, Andrew",488768,2019,636,17,9.1,".317",".343",31.8,7.7,41,"79.419470996","94.166951818",22.5,45.3
"Miley, Wade",489119,2019,720,19.4,8.5,".311",".307",29,4.3,32.5,"76.949157521","93.08191824",22.9,44.6
"Quintana, Jose",500779,2019,745,20.4,6.2,".321",".326",34.7,5.7,37.9,"80.580937899","93.957980447",20.9,44.3
"Pineda, Michael",501381,2019,600,23.3,4.7,".301",".313",35.4,7.3,37.4,"79.732935764","93.936582759",25.6,52.6
"Minor, Mike",501985,2019,863,23.2,7.9,".301",".297",31.6,7,30.4,"76.162254845","92.844435876",26.2,47.8
"Archer, Chris",502042,2019,526,27.2,10.5,".334",".346",40.7,10.5,39.5,"78.484095414","94.280519936",29.7,45.9
"Gibson, Kyle",502043,2019,706,22.7,7.9,".333",".333",32.8,7.5,37.8,"76.984740798","93.893180021",29.3,46.6
"Samardzija, Jeff",502188,2019,740,18.9,6.6,".289",".326",34.5,8.3,37.7,"79.575589554","93.884060149",20.2,48.3
"Leake, Mike",502190,2019,835,15.2,3.2,".341",".354",31.4,8.8,42.9,"80.453543825","94.685339864",18,50.4
"Anderson, Chase",502624,2019,592,20.9,8.4,".320",".320",31.5,6.3,32.9,"76.388470622","93.149145896",23.5,49.8
"Darvish, Yu",506433,2019,731,31.3,7.7,".294",".298",32.6,7.4,37.5,"77.989468148","93.709835568",30.4,48.3
"Bumgarner, Madison",518516,2019,844,24.1,5.1,".300",".321",35.9,9,41.8,"80.539498293","94.529638345",24.6,50.7
"Duffy, Danny",518633,2019,555,20.7,8.3,".323",".341",33.4,7.5,37.8,"78.943805156","93.940234204",24.1,47.6
"Kelly, Merrill",518876,2019,777,20.3,7.3,".318",".344",33.2,9.5,40,"79.658110873","94.334380656",22.4,47.2
"Porcello, Rick",519144,2019,768,18.6,5.9,".338",".334",34.9,9.6,37.7,"77.472255684","93.752973902",18,49.4
"Sale, Chris",519242,2019,612,35.6,6,".294",".284",34.9,8.1,36.3,"78.006804211","93.662111789",32,47.4
"Zimmermann, Jordan",519455,2019,504,16.3,5,".363",".363",37.9,9.5,38.4,"80.705658177","94.125352396",20.3,46.8
"Pérez, Martín",527048,2019,737,18.3,9.1,".334",".306",33.8,5.3,29.7,"74.984020191","92.727144015",21.7,49
"Teheran, Julio",527054,2019,754,21.5,11,".310",".327",31.2,6.9,35.4,"78.882257325","93.652615134",22.2,45.3
"Cole, Gerrit",543037,2019,817,39.9,5.9,".246",".237",33.2,5.9,35.5,"76.678804977","93.320113158",37.2,49.9
"DeSclafani, Anthony",543101,2019,696,24,7,".300",".297",33.4,7.1,38.7,"78.281595859","94.084247775",23.6,48.1
"Gray, Sonny",543243,2019,708,29,9.6,".265",".286",30.1,6.8,33.3,"77.34451901","93.509332705",28.4,42.2
"Hendricks, Kyle",543294,2019,730,20.5,4.4,".290",".294",33.6,5.4,31.5,"75.452932107","92.809975739",22.1,49.3
"Lyles, Jordan",543475,2019,599,24.4,9.2,".321",".312",31,8.1,41.3,"80.158988095","94.055513148",24,47.4
"Odorizzi, Jake",543606,2019,658,27.1,8.1,".289",".299",37.1,7.8,36.2,"79.410891068","93.679724672",27.7,49.2
"Roark, Tanner",543699,2019,722,21.9,7.1,".340",".341",37.1,8.4,37.3,"78.472414874","93.904787242",21.1,45.9
"Strasburg, Stephen",544931,2019,841,29.8,6.7,".265",".267",29.8,6.1,33.8,"77.367434479","93.302916673",30.6,47.7
"Bauer, Trevor",545333,2019,911,27.8,9,".316",".310",33.8,8.6,37.7,"78.030029018","93.847217",29.4,45.3
"Tanaka, Masahiro",547888,2019,759,19.6,5.3,".314",".316",33.1,6.2,37.9,"78.778854255","93.819559787",23.2,50.4
"Ryu, Hyun Jin",547943,2019,723,22.5,3.3,".263",".281",32.5,4.7,30.8,"75.101874845","93.046409264",24.9,49.7
"Wheeler, Zack",554430,2019,828,23.6,6,".294",".297",34.5,5.3,32.4,"75.98017","93.070746151",23,50.9
"Boyd, Matthew",571510,2019,788,30.2,6.3,".320",".297",33,9,35.3,"79.49947113","93.602302531",31.1,49.8
"Corbin, Patrick",571578,2019,835,28.5,8.4,".285",".303",31.7,9.4,38.7,"78.977153813","94.527443294",31.7,47.4
"Fiers, Mike",571666,2019,754,16.7,7,".303",".336",31.6,7.2,38.3,"77.021922904","93.655507408",18.2,47.3
"Matz, Steven",571927,2019,691,22.1,7.5,".325",".325",31.9,8.6,38.6,"77.844797149","94.108907228",22.9,46.6
"Mikolas, Miles",571945,2019,764,18.8,4.2,".319",".330",33,6.1,36.6,"77.882734945","93.621470874",21.7,49.3
"Paxton, James",572020,2019,633,29.4,8.7,".310",".291",35.1,7.4,38.5,"78.768392552","93.979846684",30.8,49.9
"Stroman, Marcus",573186,2019,774,20.5,7.5,".299",".292",27.2,4.1,35.6,"77.145629341","93.642928165",24.7,45.1
"Kikuchi, Yusei",579328,2019,721,16.1,6.9,".368",".345",32.1,7.7,39.1,"78.574793106","94.039020928",19.9,47.7
"Gray, Jon",592351,2019,637,23.5,8.8,".323",".327",31.6,5.9,43.8,"78.742396905","94.833960048",26.5,47.6
"Ray, Robbie",592662,2019,747,31.5,11.2,".322",".322",38.9,10.7,38.6,"77.763446782","94.068618515",32.7,45.4
"Sampson, Adrian",592716,2019,563,17.9,6.4,".382",".372",33.8,10.1,47.2,"80.856703527","94.946906416",21.4,49.5
"Sanchez, Aaron",592717,2019,605,19,11.2,".353",".343",29.5,7.6,42.2,"78.709968488","94.604615941",21.8,44.5
"Smith, Caleb",592761,2019,646,26,9.3,".315",".323",35.2,10.9,35.9,"78.086403184","93.67771197",27.8,49.7
"Smyly, Drew",592767,2019,514,23.3,10.7,".379",".361",35.9,9.8,38.6,"78.162024251","94.082304461",25.9,44.5
"Syndergaard, Noah",592789,2019,824,24.5,5.9,".301",".280",29.8,4.9,31.2,"76.312662","92.673274768",26.9,50.8
